Datetime,T-C,RH-%,Tdew-C,windDirection,windSpeed-m/s,pressure-mbar,solarRadiation-W/m2,
11/5/2014 21:25,10.93,54.8,2.2,219,0,1018.5,1,
11/5/2014 21:30,10.86,55,2.19,219,0,1018.5,1,
11/5/2014 21:35,10.79,55.3,2.2,219,0,1018.4,1,
11/5/2014 21:40,10.59,56,2.19,219,0,1018.5,1,
11/5/2014 21:45,10.59,56.7,2.36,219,0,1018.5,1,
11/5/2014 21:50,10.15,58.8,2.46,219,0,1018.6,1,
11/5/2014 21:55,10.08,60.2,2.73,219,0,1018.7,1,
11/5/2014 22:00,10,60.8,2.79,219,0,1018.6,1,
11/5/2014 22:05,9.9,61.1,2.77,218,0,1018.7,1,
11/5/2014 22:10,9.83,61.4,2.77,209,0.3,1018.6,1,
11/5/2014 22:15,9.66,61.8,2.7,209,0,1018.7,1,
11/5/2014 22:20,9.53,62.5,2.73,209,0,1018.8,1,
11/5/2014 22:25,9.53,63.1,2.87,208,0,1018.8,1,
11/5/2014 22:30,9.48,63.1,2.82,201,0.3,1018.6,1,
11/5/2014 22:35,9.29,63.8,2.8,201,0,1018.7,1,
11/5/2014 22:40,9.21,64,2.76,201,0,1018.6,1,
11/5/2014 22:45,9.14,64.8,2.87,201,0,1018.6,1,
11/5/2014 22:50,9.11,65.1,2.91,201,0,1018.7,1,
11/5/2014 22:55,8.92,65.6,2.84,201,0,1018.6,1,
11/5/2014 23:00,8.84,66.2,2.89,201,0,1018.5,1,
11/5/2014 23:05,8.84,65.8,2.8,202,0,1018.5,1,
11/5/2014 23:10,8.84,65.7,2.78,204,0,1018.6,1,
11/5/2014 23:15,8.84,65.4,2.72,204,0,1018.6,1,
11/5/2014 23:20,8.79,65.5,2.69,204,0,1018.6,1,
11/5/2014 23:25,9.09,64.7,2.8,212,0.3,1018.5,1,
11/5/2014 23:30,9.16,63.7,2.65,254,0.5,1018.6,1,
11/5/2014 23:35,9.09,63.7,2.58,218,0.3,1018.6,1,
11/5/2014 23:40,9.09,63.9,2.63,202,0.3,1018.5,1,
11/5/2014 23:45,9.11,64.2,2.71,247,0.8,1018.5,1,
11/5/2014 23:50,9.01,64,2.57,251,1.3,1018.5,1,
11/5/2014 23:55,8.89,64.6,2.59,248,1,1018.4,1,
11/6/2014 0:00,8.84,64.5,2.52,247,0.5,1018.4,1,
11/6/2014 0:05,8.62,65.2,2.46,247,0,1018.4,1,
11/6/2014 0:10,8.57,65.7,2.52,251,0,1018.2,1,
11/6/2014 0:15,8.64,65.6,2.57,253,0.3,1018.1,1,
11/6/2014 0:20,8.62,65.8,2.59,236,0.5,1018.4,1,
11/6/2014 0:25,8.64,66,2.66,236,0.3,1018.3,1,
11/6/2014 0:30,8.64,66.2,2.7,195,0,1018.3,1,
11/6/2014 0:35,8.79,66.1,2.82,190,0,1018.2,1,
11/6/2014 0:40,8.84,65.8,2.8,185,0,1018.2,1,
11/6/2014 0:45,8.99,65.8,2.95,190,0.3,1018.1,1,
11/6/2014 0:50,9.09,65.6,3,198,0.5,1018,1,
11/6/2014 0:55,8.94,65.8,2.9,192,0,1018,1,
11/6/2014 1:00,9.01,65.7,2.94,190,0.3,1018,1,
11/6/2014 1:05,8.89,66.2,2.94,194,0,1017.9,1,
11/6/2014 1:10,8.87,66.5,2.98,194,0.3,1017.9,1,
11/6/2014 1:15,8.74,66.6,2.88,194,0,1017.8,1,
11/6/2014 1:20,8.69,67.2,2.96,194,0,1017.6,1,
11/6/2014 1:25,8.62,67.5,2.95,194,0,1017.5,1,
11/6/2014 1:30,8.52,67.8,2.92,194,0,1017.5,1,
11/6/2014 1:35,8.79,67.8,3.18,194,0,1017.4,1,
11/6/2014 1:40,8.82,68,3.25,194,0,1017.4,1,
11/6/2014 1:45,8.72,68,3.15,194,0,1017.3,1,
11/6/2014 1:50,8.89,67.8,3.27,194,0.5,1017.5,1,
11/6/2014 1:55,8.79,68.3,3.28,197,0.3,1017.4,1,
11/6/2014 2:00,8.72,68.4,3.24,202,0,1017.4,1,
11/6/2014 2:05,8.64,69,3.28,202,0,1017.4,1,
11/6/2014 2:10,8.57,69.3,3.28,202,0,1017.4,1,
11/6/2014 2:15,8.54,69.7,3.33,202,0,1017.5,1,
11/6/2014 2:20,8.57,70,3.42,202,0,1017.2,1,
11/6/2014 2:25,8.49,69.9,3.32,202,0,1017.3,1,
11/6/2014 2:30,8.39,70.2,3.29,202,0,1017.2,1,
11/6/2014 2:35,8.34,70.8,3.36,202,0,1017.1,1,
11/6/2014 2:40,8.44,71.1,3.52,202,0,1017,1,
11/6/2014 2:45,8.42,70.8,3.44,212,0,1017.1,1,
11/6/2014 2:50,8.54,70,3.39,233,0.5,1017.1,1,
11/6/2014 2:55,8.39,70.8,3.41,253,0,1017.1,1,
11/6/2014 3:00,8.42,71,3.48,239,0.8,1017,1,
11/6/2014 3:05,8.37,71.3,3.49,248,0.5,1016.8,1,
11/6/2014 3:10,8.64,70.8,3.65,288,1.5,1016.7,1,
11/6/2014 3:15,8.67,70,3.52,267,1,1016.6,1,
11/6/2014 3:20,8.67,69.6,3.43,260,0.8,1016.5,1,
11/6/2014 3:25,8.69,69.5,3.43,251,0,1016.6,1,
11/6/2014 3:30,8.64,70,3.49,251,0,1016.4,1,
11/6/2014 3:35,8.62,70,3.47,251,0,1016.3,1,
11/6/2014 3:40,8.59,70.4,3.52,248,0.3,1016.3,1,
11/6/2014 3:45,8.67,70.1,3.54,257,0.5,1016.3,1,
11/6/2014 3:50,8.72,69.7,3.5,275,0.8,1016.3,1,
11/6/2014 3:55,8.72,70,3.56,274,0.5,1016.2,1,
11/6/2014 4:00,8.67,70.4,3.6,192,1.3,1016.6,1,
11/6/2014 4:05,8.52,71.1,3.59,167,1,1016.6,1,
11/6/2014 4:10,8.72,71.1,3.78,171,1,1016.6,1,
11/6/2014 4:15,8.82,70.4,3.74,195,0.3,1016.7,1,
11/6/2014 4:20,8.97,69.2,3.64,211,0.5,1016.6,1,
11/6/2014 4:25,9.14,67.9,3.53,195,1,1016.5,1,
11/6/2014 4:30,9.06,67.7,3.42,199,0.3,1016.4,1,
11/6/2014 4:35,9.09,67.8,3.47,199,0,1016.4,1,
11/6/2014 4:40,9.14,67.1,3.37,209,0.3,1016.5,1,
11/6/2014 4:45,8.97,67.9,3.37,257,0.8,1016.6,1,
11/6/2014 4:50,9.06,67.4,3.35,254,1,1016.4,1,
11/6/2014 4:55,9.14,67.1,3.37,250,0.5,1016.4,1,
11/6/2014 5:00,9.06,67.3,3.33,232,0.3,1016.4,1,
11/6/2014 5:05,9.01,67.7,3.37,240,0.3,1016.4,1,
11/6/2014 5:10,8.89,68.9,3.5,257,0.3,1016.4,1,
11/6/2014 5:15,8.74,69.8,3.54,288,0.3,1016.3,1,
11/6/2014 5:20,8.69,70.1,3.55,278,0,1016.4,1,
11/6/2014 5:25,8.74,70,3.58,278,0,1016.2,1,
11/6/2014 5:30,8.82,69.1,3.48,278,0,1016.4,1,
11/6/2014 5:35,8.84,69.3,3.54,278,0,1016.4,1,
11/6/2014 5:40,8.77,69.5,3.51,278,0,1016.5,1,
11/6/2014 5:45,8.74,70.1,3.6,278,0,1016.4,1,
11/6/2014 5:50,8.87,69.8,3.67,278,0,1016.3,1,
11/6/2014 5:55,8.87,70,3.71,278,0,1016.3,1,
11/6/2014 6:00,9.11,69,3.73,278,0,1016.1,1,
11/6/2014 6:05,9.21,68.3,3.68,278,0,1016.1,1,
11/6/2014 6:10,9.16,68.3,3.64,278,0,1016.1,1,
11/6/2014 6:15,9.19,68,3.6,278,0,1016,1,
11/6/2014 6:20,9.24,68.6,3.78,278,0,1016.1,1,
11/6/2014 6:25,9.29,68.7,3.84,278,0,1016.1,1,
11/6/2014 6:30,9.53,68.5,4.03,278,0,1016.1,1,
11/6/2014 6:35,9.71,68,4.1,278,0,1015.9,2,
11/6/2014 6:40,10.08,67.8,4.41,278,0,1015.9,3,
11/6/2014 6:45,10.08,67.7,4.39,278,0,1015.8,4,
11/6/2014 6:50,10.08,67.9,4.43,278,0,1015.7,7,
11/6/2014 6:55,10.03,67.7,4.34,279,0,1015.6,8,
11/6/2014 7:00,9.61,68.1,4.03,319,0.5,1015.7,11,
11/6/2014 7:05,9.53,68.3,3.99,345,0.8,1015.7,12,
11/6/2014 7:10,9.71,68,4.1,341,0,1015.8,14,
11/6/2014 7:15,9.58,68.6,4.1,343,0.5,1015.7,16,
11/6/2014 7:20,9.63,68.5,4.13,352,0.5,1015.7,17,
11/6/2014 7:25,9.73,68.4,4.2,355,0,1015.7,18,
11/6/2014 7:30,9.85,68.2,4.28,355,0,1015.8,21,
11/6/2014 7:35,9.93,68,4.31,355,0,1015.7,23,
11/6/2014 7:40,10,68.1,4.4,355,0,1015.6,26,
11/6/2014 7:45,10.12,68.2,4.53,355,0,1015.5,28,
11/6/2014 7:50,10.12,68.3,4.56,350,0,1015.5,28,
11/6/2014 7:55,10.17,68.7,4.69,350,0,1015.3,31,
11/6/2014 8:00,10.27,68.7,4.78,350,0,1015.4,33,
11/6/2014 8:05,10.54,68.4,4.98,355,0,1015.3,33,
11/6/2014 8:10,10.76,68.7,5.25,42,0,1015.3,36,
11/6/2014 8:15,10.93,68.8,5.44,115,0,1015.3,37,
11/6/2014 8:20,10.98,68.7,5.46,111,0,1015.3,39,
11/6/2014 8:25,10.96,68.9,5.48,110,0,1015.1,43,
11/6/2014 8:30,10.98,69.6,5.65,145,0,1015.1,42,
11/6/2014 8:35,10.93,70.1,5.71,178,0,1015.1,44,
11/6/2014 8:40,10.91,70.4,5.75,147,0,1015,46,
11/6/2014 8:45,10.96,70.4,5.8,149,0,1014.8,49,
11/6/2014 8:50,10.69,69.9,5.43,195,0.3,1014.8,52,
11/6/2014 8:55,10.61,69.2,5.21,184,0.8,1014.9,51,
11/6/2014 9:00,10.57,68.9,5.11,192,0.8,1014.8,51,
11/6/2014 9:05,10.61,68.7,5.11,183,0.8,1014.6,54,
11/6/2014 9:10,10.69,68.6,5.16,187,0.5,1014.6,57,
11/6/2014 9:15,10.76,68.1,5.13,183,1.3,1014.5,59,
11/6/2014 9:20,10.71,68.1,5.08,192,1,1014.4,63,
11/6/2014 9:25,10.88,68.5,5.32,184,1,1014.4,68,
11/6/2014 9:30,10.86,68.8,5.37,187,0.8,1014.2,71,
11/6/2014 9:35,10.93,68.6,5.39,126,0,1014.2,74,
11/6/2014 9:40,10.71,68.1,5.08,173,0.8,1013.9,76,
11/6/2014 9:45,10.71,68.3,5.12,173,0.5,1013.9,68,
11/6/2014 9:50,10.76,68.7,5.25,157,0.3,1013.9,62,
11/6/2014 9:55,10.81,68.9,5.34,170,0.3,1013.6,71,
11/6/2014 10:00,10.71,69,5.27,177,0.3,1013.4,73,
11/6/2014 10:05,10.79,69,5.34,183,0,1013.4,73,
11/6/2014 10:10,10.59,69.8,5.32,199,0.5,1013.4,72,
11/6/2014 10:15,10.52,70.9,5.47,205,1,1013.6,64,
11/6/2014 10:20,10.49,71.5,5.57,187,1.5,1013.6,62,
11/6/2014 10:25,10.69,72.9,6.04,195,0.5,1013.5,63,
11/6/2014 10:30,10.69,73.7,6.2,112,0.3,1013.5,61,
11/6/2014 10:35,10.44,74.7,6.15,150,0.5,1013.5,51,
11/6/2014 10:40,10.25,75.3,6.08,173,1.3,1013.4,47,
11/6/2014 10:45,10.12,76.4,6.17,168,1,1013.5,56,
11/6/2014 10:50,10,77.5,6.26,167,1,1013.2,46,
11/6/2014 10:55,9.98,78.9,6.5,171,1,1013.4,34,
11/6/2014 11:00,9.85,80.3,6.63,171,1,1013.3,48,
11/6/2014 11:05,9.78,82,6.86,161,0.8,1013.1,48,
11/6/2014 11:10,9.63,83.3,6.95,160,1.3,1012.9,51,
11/6/2014 11:15,9.66,84.1,7.12,167,0.8,1012.9,59,
11/6/2014 11:20,9.66,84.7,7.22,160,0.5,1012.8,48,
11/6/2014 11:25,9.71,85.4,7.39,171,0.5,1012.5,51,
11/6/2014 11:30,9.61,85.7,7.34,168,1,1012.3,74,
11/6/2014 11:35,9.71,86.2,7.53,157,0.3,1012.2,52,
11/6/2014 11:40,9.58,86.4,7.43,198,0.3,1012.2,49,
11/6/2014 11:45,9.61,87.2,7.6,177,0.5,1012,27,
11/6/2014 11:50,9.44,87.3,7.45,190,0.5,1012.1,27,
11/6/2014 11:55,9.66,88.1,7.8,140,0.5,1011.9,49,
11/6/2014 12:00,9.78,88.4,7.96,76,0,1011.8,39,
11/6/2014 12:05,9.73,88.5,7.93,76,0,1011.9,41,
11/6/2014 12:10,9.71,88.6,7.93,76,0,1011.7,29,
11/6/2014 12:15,9.61,88.7,7.85,108,0,1011.6,33,
11/6/2014 12:20,9.68,88.6,7.9,163,0,1011.3,41,
11/6/2014 12:25,9.71,88.4,7.9,178,0,1011.3,37,
11/6/2014 12:30,9.68,88.1,7.82,117,0,1011.1,48,
11/6/2014 12:35,9.68,88,7.8,128,0,1011,33,
11/6/2014 12:40,9.51,87.5,7.55,181,0,1011,28,
11/6/2014 12:45,9.34,87.6,7.4,199,0,1010.9,26,
11/6/2014 12:50,9.41,87.9,7.52,194,0,1010.7,32,
11/6/2014 12:55,9.48,88.3,7.65,110,0,1010.7,26,
11/6/2014 13:00,9.39,88.6,7.61,110,0,1010.5,18,
11/6/2014 13:05,9.31,89.1,7.62,110,0,1010.4,21,
11/6/2014 13:10,9.36,89.5,7.73,102,0,1010.3,23,
11/6/2014 13:15,9.31,89.8,7.73,70,0.3,1010.2,24,
11/6/2014 13:20,9.11,90.3,7.61,56,0.8,1010,24,
11/6/2014 13:25,9.19,90.8,7.77,48,0.8,1009.9,28,
11/6/2014 13:30,9.11,91,7.73,48,0.3,1009.9,14,
11/6/2014 13:35,9.14,91.4,7.82,52,0.8,1009.9,17,
11/6/2014 13:40,9.16,91.8,7.91,53,1.3,1009.6,28,
11/6/2014 13:45,9.11,91.8,7.86,46,1,1009.5,21,
11/6/2014 13:50,9.04,92.2,7.85,41,1.3,1009.4,17,
11/6/2014 13:55,9.14,92.3,7.97,52,1,1009.4,22,
11/6/2014 14:00,9.11,92.6,7.98,41,1.5,1009.3,22,
11/6/2014 14:05,9.11,92.6,7.98,46,1,1009.1,42,
11/6/2014 14:10,9.06,92.7,7.95,45,1,1009.2,28,
11/6/2014 14:15,9.04,92.8,7.95,52,2,1009,41,
11/6/2014 14:20,9.11,92.7,8,41,1.8,1009,36,
11/6/2014 14:25,9.14,92.8,8.05,42,1.3,1009,28,
11/6/2014 14:30,9.21,93.1,8.16,46,1.5,1008.9,18,
11/6/2014 14:35,9.14,93.1,8.09,55,1.3,1009,19,
11/6/2014 14:40,9.11,93,8.05,55,1.5,1008.9,11,
11/6/2014 14:45,9.16,93.2,8.13,53,1,1008.8,12,
11/6/2014 14:50,9.09,93.3,8.07,51,1.3,1008.5,12,
11/6/2014 14:55,9.14,93.5,8.16,42,1.5,1008.4,16,
11/6/2014 15:00,9.11,93.7,8.16,46,1,1008.5,16,
11/6/2014 15:05,9.11,93.8,8.17,42,0.8,1008.3,7,
11/6/2014 15:10,9.14,93.9,8.22,45,1,1008.4,4,
11/6/2014 15:15,9.09,94,8.18,46,1,1008.1,6,
11/6/2014 15:20,9.11,94.2,8.24,44,1,1008.1,6,
11/6/2014 15:25,9.11,94.3,8.25,46,1.3,1008,8,
11/6/2014 15:30,9.11,94.5,8.28,53,1.3,1007.9,7,
11/6/2014 15:35,9.09,94.6,8.28,67,1.5,1007.5,9,
11/6/2014 15:40,9.16,94.9,8.39,60,1.5,1007.3,6,
11/6/2014 15:45,9.11,94.8,8.33,45,1,1007.2,4,
11/6/2014 15:50,9.09,95,8.34,51,0.8,1007,8,
11/6/2014 15:55,9.04,95.2,8.32,55,1.3,1007.1,3,
11/6/2014 16:00,9.06,95.3,8.36,35,1.3,1006.9,1,
11/6/2014 16:05,9.11,95.4,8.42,44,1.3,1006.9,1,
11/6/2014 16:10,9.19,95.5,8.52,53,1.3,1006.7,1,
11/6/2014 16:15,9.24,95.6,8.58,62,1,1006.6,1,
11/6/2014 16:20,9.31,95.7,8.67,72,0.8,1006.6,1,
11/6/2014 16:25,9.21,95.7,8.57,55,0.3,1006.5,1,
11/6/2014 16:30,9.31,95.9,8.7,41,0.3,1006.4,1,
11/6/2014 16:35,9.41,95.9,8.8,55,1,1006,1,
11/6/2014 16:40,9.53,96,8.93,67,1,1005.9,1,
11/6/2014 16:45,9.58,96,8.98,74,1.5,1005.8,1,
11/6/2014 16:50,9.56,96,8.96,76,1.8,1005.8,1,
11/6/2014 16:55,9.44,96,8.84,70,2.5,1005.7,1,
11/6/2014 17:00,9.31,96.1,8.73,63,2.3,1005.4,1,
11/6/2014 17:05,9.19,96,8.6,70,2.3,1005.4,1,
11/6/2014 17:10,9.24,96.2,8.68,63,1.8,1005.2,1,
11/6/2014 17:15,9.29,96.2,8.73,65,2,1005.2,1,
11/6/2014 17:20,9.26,96.2,8.7,63,2.5,1005.2,1,
11/6/2014 17:25,9.29,96.2,8.73,69,1.8,1005.1,1,
11/6/2014 17:30,9.26,96.2,8.7,52,2,1004.7,1,
11/6/2014 17:35,9.26,96.3,8.71,39,1.8,1004.5,1,
11/6/2014 17:40,9.24,96.3,8.69,59,1.8,1004.3,1,
11/6/2014 17:45,9.24,96.3,8.69,44,2,1004.1,1,
11/6/2014 17:50,9.29,96.4,8.76,48,2.3,1003.8,1,
11/6/2014 17:55,9.34,96.4,8.81,46,2.5,1003.9,1,
11/6/2014 18:00,9.36,96.6,8.86,56,2.5,1003.7,1,
11/6/2014 18:05,9.36,96.5,8.84,52,1,1003.8,1,
11/6/2014 18:10,9.34,96.5,8.82,49,2.3,1003.9,1,
11/6/2014 18:15,9.36,96.7,8.87,55,2.5,1003.4,1,
11/6/2014 18:20,9.39,96.7,8.9,69,1.8,1003.5,1,
11/6/2014 18:25,9.41,96.7,8.92,63,1.5,1003.1,1,
11/6/2014 18:30,9.41,96.7,8.92,58,2.5,1002.7,1,
11/6/2014 18:35,9.41,96.8,8.94,52,3.5,1002.7,1,
11/6/2014 18:40,9.41,96.8,8.94,51,3,1002.5,1,
11/6/2014 18:45,9.53,96.8,9.06,76,0.5,1003,1,
11/6/2014 18:50,9.46,96.7,8.97,65,0.8,1003.1,1,
11/6/2014 18:55,9.53,96.7,9.04,59,1.3,1002.8,1,
11/6/2014 19:00,9.53,96.7,9.04,45,1.5,1002.9,1,
11/6/2014 19:05,9.51,96.7,9.02,51,1.8,1002.6,1,
11/6/2014 19:10,9.56,96.7,9.07,72,2.5,1002.9,1,
11/6/2014 19:15,9.56,96.6,9.06,70,2.8,1003.1,1,
11/6/2014 19:20,9.61,96.6,9.11,55,2,1002.8,1,
11/6/2014 19:25,9.58,96.6,9.08,55,2.5,1002,1,
11/6/2014 19:30,9.61,96.6,9.11,51,2.8,1002,1,
11/6/2014 19:35,9.63,96.7,9.14,53,3.5,1002.3,1,
11/6/2014 19:40,9.61,96.6,9.11,53,2.8,1002.2,1,
11/6/2014 19:45,9.61,96.5,9.09,56,1.8,1002.2,1,
11/6/2014 19:50,9.51,96.6,9.01,51,2.8,1001.9,1,
11/6/2014 19:55,9.41,96.7,8.92,53,3.5,1001.6,1,
11/6/2014 20:00,9.34,96.8,8.87,51,3,1000.9,1,
11/6/2014 20:05,9.31,96.8,8.84,44,2,1000.8,1,
11/6/2014 20:10,9.31,96.8,8.84,48,2.5,1001.4,1,
11/6/2014 20:15,9.31,96.8,8.84,42,2,1001.4,1,
11/6/2014 20:20,9.29,96.8,8.82,49,2,1001.2,1,
11/6/2014 20:25,9.29,96.8,8.82,35,2,1000.6,1,
11/6/2014 20:30,9.29,96.8,8.82,15,0.5,1000.7,1,
11/6/2014 20:35,9.29,96.7,8.8,46,1.8,1000.6,1,
11/6/2014 20:40,9.29,96.7,8.8,45,2.3,1000.4,1,
11/6/2014 20:45,9.31,96.8,8.84,51,1.5,1000.2,1,
11/6/2014 20:50,9.31,96.6,8.81,53,2.8,1000,1,
11/6/2014 20:55,9.31,96.6,8.81,39,1,1000.5,1,
11/6/2014 21:00,9.34,96.5,8.82,49,0.8,1000.6,1,
11/6/2014 21:05,9.36,96.6,8.86,34,0.5,1000.5,1,
11/6/2014 21:10,9.36,96.6,8.86,28,0.5,1000.5,1,
11/6/2014 21:15,9.34,96.4,8.81,4,0.8,1000.1,1,
11/6/2014 21:20,9.31,96.4,8.78,20,1,999.9,1,
11/6/2014 21:25,9.29,96.5,8.77,34,0.5,999.8,1,
11/6/2014 21:30,9.29,96.4,8.76,29,0.8,999.7,1,
11/6/2014 21:35,9.24,96.5,8.72,41,1.5,999.2,1,
11/6/2014 21:40,9.26,96.5,8.74,0,1.3,1000,1,
11/6/2014 21:45,9.39,96.5,8.87,326,1.5,1000.2,1,
11/6/2014 21:50,9.36,96.3,8.81,256,0.5,1000.7,1,
11/6/2014 21:55,9.41,96.4,8.88,291,1.5,1000.7,1,
11/6/2014 22:00,9.31,96.3,8.76,327,1.8,1000.4,1,
11/6/2014 22:05,9.31,96.3,8.76,352,1.3,1000.2,1,
11/6/2014 22:10,9.21,96.3,8.66,18,0.8,999.9,1,
11/6/2014 22:15,9.19,96.3,8.64,18,0.8,999.7,1,
11/6/2014 22:20,9.19,96.3,8.64,340,0.5,999.2,1,
11/6/2014 22:25,9.14,96.3,8.59,10,0.5,998.9,1,
11/6/2014 22:30,9.19,96.4,8.66,0,0.3,998.3,1,
11/6/2014 22:35,9.06,96.3,8.51,17,0.5,997.7,1,
11/6/2014 22:40,9.09,96.4,8.56,4,1,997.1,1,
11/6/2014 22:45,9.04,96.6,8.54,46,1,997.6,1,
11/6/2014 22:50,9.26,96.6,8.76,291,2,998.6,1,
11/6/2014 22:55,9.31,96.5,8.79,275,2,998.8,1,
11/6/2014 23:00,9.31,96.5,8.79,261,1.5,999.1,1,
11/6/2014 23:05,9.26,96.5,8.74,263,1,999.3,1,
11/6/2014 23:10,9.24,96.6,8.74,241,1,999.1,1,
11/6/2014 23:15,9.26,96.6,8.76,343,0.3,999.1,1,
11/6/2014 23:20,9.24,96.6,8.74,225,0.3,998.4,1,
11/6/2014 23:25,9.21,96.6,8.71,323,0.8,997.9,1,
11/6/2014 23:30,9.14,96.7,8.65,319,1.5,997.8,1,
11/6/2014 23:35,9.19,96.8,8.72,277,2,997.7,1,
11/6/2014 23:40,9.11,96.8,8.64,299,2.3,997.9,1,
11/6/2014 23:45,9.14,96.9,8.68,289,1.5,997.4,1,
11/6/2014 23:50,9.01,96.9,8.55,312,2.5,996.9,1,
11/6/2014 23:55,9.06,97,8.62,293,1.8,996.8,1,
11/7/2014 0:00,8.99,97,8.55,296,1.3,997.5,1,
11/7/2014 0:05,9.06,97,8.62,291,0.8,997.9,1,
11/7/2014 0:10,9.06,97,8.62,270,0.8,998.8,1,
11/7/2014 0:15,9.01,97,8.57,268,1.3,998.5,1,
11/7/2014 0:20,9.09,97.2,8.68,274,1.3,998.4,1,
11/7/2014 0:25,9.09,97.1,8.66,292,1.8,997.5,1,
11/7/2014 0:30,9.06,97.2,8.65,275,2,998.6,1,
11/7/2014 0:35,9.06,97.2,8.65,247,1.3,998.2,1,
11/7/2014 0:40,9.06,97.3,8.66,268,1.5,997.8,1,
11/7/2014 0:45,9.06,97.3,8.66,253,1.8,998,1,
11/7/2014 0:50,9.01,97.5,8.64,246,2.8,998.1,1,
11/7/2014 0:55,8.97,97.5,8.6,243,2.5,998.1,1,
11/7/2014 1:00,8.99,97.6,8.64,251,1.5,997.8,1,
11/7/2014 1:05,8.97,97.6,8.62,250,2.3,997.8,1,
11/7/2014 1:10,8.97,97.7,8.63,256,1.5,997.6,1,
11/7/2014 1:15,8.94,97.7,8.6,275,1.5,997.4,1,
11/7/2014 1:20,8.94,97.7,8.6,302,1.3,997.2,1,
11/7/2014 1:25,9.01,97.7,8.67,296,2.3,996.9,1,
11/7/2014 1:30,8.97,97.7,8.63,292,2.5,996.3,1,
11/7/2014 1:35,8.94,97.7,8.6,295,2.5,996.6,1,
11/7/2014 1:40,8.94,97.7,8.6,277,2,997,1,
11/7/2014 1:45,8.92,97.7,8.59,256,1.5,997,1,
11/7/2014 1:50,8.92,97.7,8.59,264,1.5,997.3,1,
11/7/2014 1:55,8.74,97.6,8.39,261,2,997.4,1,
11/7/2014 2:00,8.72,97.6,8.37,237,1.5,997.4,1,
11/7/2014 2:05,8.72,97.6,8.37,299,1,997.2,1,
11/7/2014 2:10,8.64,97.6,8.29,271,0.8,997.1,1,
11/7/2014 2:15,8.59,97.5,8.23,279,1.5,997.2,1,
11/7/2014 2:20,8.67,97.4,8.29,298,1.8,997.1,1,
11/7/2014 2:25,8.69,97.4,8.31,284,1,997.2,1,
11/7/2014 2:30,8.54,97.3,8.15,261,1.8,997.3,1,
11/7/2014 2:35,8.49,97.1,8.06,285,2,997.2,1,
11/7/2014 2:40,8.44,97.2,8.03,288,2.8,997.4,1,
11/7/2014 2:45,8.34,96.9,7.88,291,2.3,996.8,1,
11/7/2014 2:50,8.22,96.5,7.7,284,3,996.9,1,
11/7/2014 2:55,8.17,96.4,7.64,288,2.8,997,1,
11/7/2014 3:00,8.12,96,7.53,286,3.3,997.1,1,
11/7/2014 3:05,8.14,95.8,7.52,295,2.3,997.2,1,
11/7/2014 3:10,8.07,95.4,7.39,286,3,997.3,1,
11/7/2014 3:15,8.05,95.2,7.34,298,3.5,997.3,1,
11/7/2014 3:20,8.05,95.2,7.34,296,2,997.3,1,
11/7/2014 3:25,7.97,95.1,7.24,306,1.3,997.1,1,
11/7/2014 3:30,7.95,95.2,7.24,305,2,996.8,1,
11/7/2014 3:35,7.87,94.9,7.11,286,1.8,996.7,1,
11/7/2014 3:40,7.87,95.2,7.16,314,1.8,996.9,1,
11/7/2014 3:45,7.87,95,7.13,279,2,996.7,1,
11/7/2014 3:50,7.87,94.8,7.1,282,1.8,996.8,1,
11/7/2014 3:55,7.82,95,7.08,277,2,997,1,
11/7/2014 4:00,7.79,94.9,7.03,296,1.8,996.8,1,
11/7/2014 4:05,7.77,94.7,6.98,282,2,996.8,1,
11/7/2014 4:10,7.77,94.8,7,281,1.8,996.9,1,
11/7/2014 4:15,7.77,94.7,6.98,281,1.8,996.9,1,
11/7/2014 4:20,7.69,94.7,6.9,271,2,997,1,
11/7/2014 4:25,7.72,94.8,6.95,268,1.3,997.2,1,
11/7/2014 4:30,7.69,94.7,6.9,265,1.3,997,1,
11/7/2014 4:35,7.69,94.7,6.9,284,1.8,997.1,1,
11/7/2014 4:40,7.69,94.5,6.87,289,2,997,1,
11/7/2014 4:45,7.54,94.2,6.67,296,3.3,997,1,
11/7/2014 4:50,7.62,94.2,6.75,309,2.8,996.9,1,
11/7/2014 4:55,7.57,94,6.67,292,2.8,997.1,1,
11/7/2014 5:00,7.52,93.7,6.58,288,2.5,996.8,1,
11/7/2014 5:05,7.47,93.7,6.53,303,2.3,996.9,1,
11/7/2014 5:10,7.42,93.8,6.49,288,2,996.8,1,
11/7/2014 5:15,7.29,94.1,6.41,288,2,996.7,1,
11/7/2014 5:20,7.09,94.2,6.23,288,3,996.7,1,
11/7/2014 5:25,7.04,94.3,6.19,282,3.8,996.7,1,
11/7/2014 5:30,7.02,94.5,6.2,295,3,996.6,1,
11/7/2014 5:35,7.02,94.9,6.26,300,2.8,996.4,1,
11/7/2014 5:40,7.02,95.1,6.3,289,1.5,996.4,1,
11/7/2014 5:45,6.96,95.2,6.25,309,2.8,996.3,1,
11/7/2014 5:50,6.99,95.3,6.3,289,2.3,996.2,1,
11/7/2014 5:55,6.99,95.3,6.3,295,2.5,996.2,1,
11/7/2014 6:00,7.02,95.5,6.36,291,3,996.1,1,
11/7/2014 6:05,6.99,95.2,6.28,278,3.8,996,1,
