"Time, Eastern Daylight Time",Temp,Dew,RH
2017-01-03 17:00:00,5.8566666666666665,5.630833333333334,98.41
2017-01-03 18:00:00,6.095833333333332,5.889166666666665,98.55
2017-01-03 19:00:00,6.228333333333334,6.0441666666666665,98.7
2017-01-03 20:00:00,6.3374999999999995,6.116666666666667,98.47
2017-01-03 21:00:00,6.442500000000002,6.202500000000001,98.32
2017-01-03 22:00:00,6.579166666666667,6.331666666666666,98.27
2017-01-03 23:00:00,6.712499999999999,6.377499999999999,97.7
2017-01-04 00:00:00,6.724166666666668,6.374166666666667,97.6
2017-01-04 01:00:00,6.603333333333334,6.260833333333334,97.64
2017-01-04 02:00:00,6.241666666666667,5.9191666666666665,97.77
2017-01-04 03:00:00,4.3175,3.9441666666666673,97.38
2017-01-04 04:00:00,3.339166666666667,2.82,96.39
2017-01-04 05:00:00,3.203333333333333,2.5083333333333333,95.19
2017-01-04 06:00:00,2.9391666666666665,2.124166666666666,94.37
2017-01-04 07:00:00,3.3958333333333335,2.4125,93.25
2017-01-04 08:00:00,4.220000000000001,2.9133333333333336,91.19
2017-01-04 09:00:00,4.776666666666666,3.4949999999999997,91.38
2017-01-04 10:00:00,6.233333333333333,4.399166666666665,88.02
2017-01-04 11:00:00,7.108333333333333,4.719166666666667,84.73
2017-01-04 12:00:00,7.864999999999999,4.968333333333333,81.88
2017-01-04 13:00:00,8.465,5.133333333333334,79.49
2017-01-04 14:00:00,8.975000000000001,5.016666666666667,76.18
2017-01-04 15:00:00,8.661666666666667,4.462499999999999,74.87
2017-01-04 16:00:00,8.251666666666667,4.073333333333334,74.88
2017-01-04 17:00:00,7.114166666666667,4.034166666666667,80.83
2017-01-04 18:00:00,5.873333333333332,3.5308333333333337,84.92
2017-01-04 19:00:00,5.215833333333333,2.4941666666666666,82.56
2017-01-04 20:00:00,2.3441666666666663,0.1358333333333334,85.43
2017-01-04 21:00:00,1.7141666666666666,-0.22750000000000004,86.95
2017-01-04 22:00:00,1.5391666666666666,-3.9866666666666664,66.83
2017-01-04 23:00:00,0.7450000000000001,-5.535,62.79
2017-01-05 00:00:00,0.017499999999999984,-6.48,61.6
2017-01-05 01:00:00,-0.6391666666666667,-7.621666666666666,59.15
2017-01-05 02:00:00,-1.255,-7.662500000000001,61.71
2017-01-05 03:00:00,-1.6808333333333332,-7.63,63.82
2017-01-05 04:00:00,-1.8925,-8.095833333333333,62.52
2017-01-05 05:00:00,-2.1191666666666666,-8.6,61.12
2017-01-05 06:00:00,-2.8083333333333336,-10.27,56.44
2017-01-05 07:00:00,-2.8433333333333337,-10.456666666666665,55.72
2017-01-05 08:00:00,-2.131666666666667,-10.218333333333334,53.86
2017-01-05 09:00:00,-1.2958333333333334,-10.253333333333334,50.52
2017-01-05 10:00:00,-0.9333333333333331,-11.2575,45.39
2017-01-05 11:00:00,-0.05833333333333331,-11.245000000000003,42.62
2017-01-05 12:00:00,0.2874999999999999,-11.359166666666667,41.18
2017-01-05 13:00:00,0.6108333333333335,-11.506666666666668,39.76
2017-01-05 14:00:00,0.9383333333333335,-11.005,40.42
2017-01-05 15:00:00,0.027499999999999986,-11.295000000000002,42.18
2017-01-05 16:00:00,-0.5316666666666666,-11.137499999999998,44.49
2017-01-05 17:00:00,-0.8850000000000001,-10.910000000000002,46.5
2017-01-05 18:00:00,-0.9349999999999999,-10.467500000000001,48.34
2017-01-05 19:00:00,-0.9,-10.101666666666667,49.64
2017-01-05 20:00:00,-1.2666666666666666,-10.235,50.47
2017-01-05 21:00:00,-1.3775000000000002,-10.780833333333332,48.71
2017-01-05 22:00:00,-1.361666666666667,-9.883333333333331,52.26
2017-01-05 23:00:00,-1.5616666666666668,-9.526666666666667,54.53
2017-01-06 00:00:00,-1.6008333333333338,-9.4825,54.88
2017-01-06 01:00:00,-1.495,-9.284166666666666,55.31
2017-01-06 02:00:00,-1.5741666666666665,-9.239166666666666,55.86
2017-01-06 03:00:00,-2.2191666666666667,-8.195833333333335,63.64
2017-01-06 04:00:00,-2.6366666666666663,-7.1000000000000005,71.37
2017-01-06 05:00:00,-2.6316666666666673,-6.875,72.6
2017-01-06 06:00:00,-2.8491666666666666,-6.080000000000001,78.46
2017-01-06 07:00:00,-3.2525,-5.0375000000000005,87.52
2017-01-06 08:00:00,-3.02,-4.613333333333334,88.8
2017-01-06 09:00:00,-2.3833333333333333,-4.346666666666667,86.44
2017-01-06 10:00:00,-1.6391666666666669,-4.758333333333333,79.27
2017-01-06 11:00:00,-1.2308333333333332,-4.920833333333333,75.99
2017-01-06 12:00:00,-0.05166666666666666,-5.079166666666667,69.0
2017-01-06 13:00:00,0.30083333333333334,-6.848333333333334,58.67
2017-01-06 14:00:00,-0.04833333333333334,-7.718333333333333,56.22
2017-01-06 15:00:00,-0.4575,-8.235000000000001,55.66
2017-01-06 16:00:00,-0.765,-8.924166666666666,53.93
2017-01-06 17:00:00,-1.3483333333333334,-9.508333333333335,53.77
2017-01-06 18:00:00,-2.0933333333333333,-10.527499999999998,52.41
2017-01-06 19:00:00,-2.6391666666666667,-11.045833333333333,52.37
2017-01-06 20:00:00,-2.921666666666667,-11.246666666666664,52.62
2017-01-06 21:00:00,-3.3225,-11.177500000000002,54.52
2017-01-06 22:00:00,-3.82,-11.064166666666667,57.1
2017-01-06 23:00:00,-4.3,-11.151666666666666,58.79
2017-01-07 00:00:00,-4.818333333333334,-11.273333333333333,60.56
2017-01-07 01:00:00,-5.239166666666666,-11.344999999999999,62.17
2017-01-07 02:00:00,-5.3775,-11.173333333333332,63.68
2017-01-07 03:00:00,-5.642499999999999,-11.173333333333334,64.99
2017-01-07 04:00:00,-5.726666666666667,-11.074166666666668,65.93
2017-01-07 05:00:00,-5.631666666666667,-11.150833333333333,65.07
2017-01-07 06:00:00,-5.605,-11.200833333333334,64.67
2017-01-07 07:00:00,-5.479166666666667,-11.576666666666668,62.17
2017-01-07 08:00:00,-4.986666666666667,-12.070833333333331,57.55
2017-01-07 09:00:00,-4.64,-12.685,53.34
2017-01-07 10:00:00,-4.444999999999999,-12.765833333333333,52.19
2017-01-07 11:00:00,-5.573333333333333,-9.125833333333334,76.62
2017-01-07 12:00:00,-6.260000000000001,-7.560000000000001,90.58
2017-01-07 13:00:00,-6.3374999999999995,-7.361666666666667,92.52
2017-01-07 14:00:00,-6.64,-7.572500000000001,93.16
2017-01-07 15:00:00,-7.06,-7.964999999999999,93.35
2017-01-07 16:00:00,-7.2924999999999995,-8.178333333333335,93.47
2017-01-07 17:00:00,-7.2683333333333335,-8.125000000000002,93.68
2017-01-07 18:00:00,-7.2941666666666665,-8.138333333333334,93.78
2017-01-07 19:00:00,-7.575833333333332,-8.4175,93.78
2017-01-07 20:00:00,-7.845833333333334,-8.704166666666667,93.64
2017-01-07 21:00:00,-8.039166666666667,-8.898333333333333,93.64
2017-01-07 22:00:00,-8.091666666666667,-8.941666666666666,93.71
2017-01-07 23:00:00,-8.199166666666667,-9.047500000000001,93.71
2017-01-08 00:00:00,-8.134166666666667,-8.965,93.82
2017-01-08 01:00:00,-7.935,-8.7575,93.92
2017-01-08 02:00:00,-7.959166666666666,-8.783333333333333,93.9
2017-01-08 03:00:00,-8.507499999999999,-9.379999999999999,93.52
2017-01-08 04:00:00,-9.1975,-10.280000000000001,91.94
2017-01-08 05:00:00,-10.040833333333333,-11.904166666666667,86.33
2017-01-08 06:00:00,-10.82,-13.993333333333332,77.54
2017-01-08 07:00:00,-10.999166666666667,-15.371666666666664,70.19
2017-01-08 08:00:00,-10.155,-15.805000000000001,63.32
2017-01-08 09:00:00,-8.92,-15.854999999999999,57.18
2017-01-08 10:00:00,-7.3425,-15.316666666666665,52.88
2017-01-08 11:00:00,-5.868333333333335,-14.999999999999998,48.46
2017-01-08 12:00:00,-4.786666666666666,-15.197499999999998,43.9
2017-01-08 13:00:00,-4.320833333333334,-15.328333333333333,41.9
2017-01-08 14:00:00,-4.2875000000000005,-15.503333333333332,41.19
2017-01-08 15:00:00,-5.009166666666666,-15.367500000000001,44.04
2017-01-08 16:00:00,-6.0825000000000005,-15.239166666666668,48.29
2017-01-08 17:00:00,-6.779166666666668,-14.270833333333334,55.26
2017-01-08 18:00:00,-7.378333333333334,-13.534166666666664,61.38
2017-01-08 19:00:00,-7.874999999999997,-13.956666666666663,61.62
2017-01-08 20:00:00,-8.3725,-14.143333333333333,63.09
2017-01-08 21:00:00,-8.895,-14.749166666666667,62.53
2017-01-08 22:00:00,-9.606666666666667,-15.200833333333335,63.72
2017-01-08 23:00:00,-10.121666666666666,-15.504166666666665,64.7
2017-01-09 00:00:00,-10.53,-15.7525,65.47
2017-01-09 01:00:00,-10.784166666666666,-15.543333333333335,67.99
2017-01-09 02:00:00,-10.940833333333336,-15.976666666666668,66.4
2017-01-09 03:00:00,-11.529166666666667,-16.768333333333334,65.15
2017-01-09 04:00:00,-11.921666666666667,-16.926666666666666,66.36
2017-01-09 05:00:00,-12.406666666666666,-16.858333333333338,69.42
2017-01-09 06:00:00,-12.623333333333335,-16.805,70.95
2017-01-09 07:00:00,-12.075833333333334,-16.50833333333333,69.58
2017-01-09 08:00:00,-11.156666666666666,-15.996666666666664,67.47
2017-01-09 09:00:00,-9.595833333333333,-15.844166666666668,60.43
2017-01-09 10:00:00,-8.026666666666667,-16.485833333333336,50.6
2017-01-09 11:00:00,-6.902500000000001,-16.26,47.24
2017-01-09 12:00:00,-6.550833333333333,-16.523333333333333,44.95
2017-01-09 13:00:00,-6.385833333333335,-16.528333333333336,44.38
2017-01-09 14:00:00,-6.4333333333333345,-16.44,44.86
2017-01-09 15:00:00,-6.390833333333334,-15.85416666666667,46.96
2017-01-09 16:00:00,-6.6066666666666665,-15.815,47.91
2017-01-09 17:00:00,-6.761666666666668,-15.3825,50.27
2017-01-09 18:00:00,-7.246666666666667,-14.9275,54.18
2017-01-09 19:00:00,-7.6291666666666655,-14.685833333333333,56.93
2017-01-09 20:00:00,-7.778333333333333,-14.421666666666665,58.86
2017-01-09 21:00:00,-7.969166666666666,-14.199999999999998,60.86
2017-01-09 22:00:00,-8.179166666666667,-13.582500000000001,65.07
2017-01-09 23:00:00,-8.555833333333332,-13.239166666666668,68.92
2017-01-10 00:00:00,-8.759166666666667,-12.844166666666666,72.32
2017-01-10 01:00:00,-8.788333333333334,-12.45166666666667,74.82
2017-01-10 02:00:00,-8.67,-12.124166666666666,76.1
2017-01-10 03:00:00,-8.708333333333334,-11.991666666666665,77.17
2017-01-10 04:00:00,-8.724166666666667,-12.115000000000002,76.5
2017-01-10 05:00:00,-8.426666666666668,-12.465000000000002,72.66
2017-01-10 06:00:00,-8.513333333333334,-12.609166666666667,72.28
2017-01-10 07:00:00,-8.000833333333334,-12.284166666666664,71.32
2017-01-10 08:00:00,-6.368333333333333,-11.574999999999998,66.56
2017-01-10 09:00:00,-3.9500000000000006,-10.481666666666667,60.47
2017-01-10 10:00:00,-0.9491666666666666,-8.816666666666666,55.15
2017-01-10 11:00:00,0.66,-6.959999999999998,56.64
2017-01-10 12:00:00,1.5350000000000001,-5.945833333333333,57.49
2017-01-10 13:00:00,2.1483333333333334,-4.745,60.29
2017-01-10 14:00:00,1.6441666666666663,-4.305833333333333,64.67
2017-01-10 15:00:00,1.3583333333333334,-3.303333333333333,71.1
2017-01-10 16:00:00,1.7925000000000002,-2.3300000000000005,74.08
2017-01-10 17:00:00,3.6983333333333337,-0.05916666666666662,76.47
2017-01-10 18:00:00,3.8599999999999994,1.5408333333333333,84.81
2017-01-10 19:00:00,3.790833333333333,1.7174999999999996,86.32
2017-01-10 20:00:00,4.069999999999999,2.385,88.77
2017-01-10 21:00:00,4.0808333333333335,2.8475,91.66
2017-01-10 22:00:00,4.535833333333333,3.524166666666666,93.12
2017-01-10 23:00:00,5.079999999999999,4.1691666666666665,93.82
2017-01-11 00:00:00,6.012499999999999,5.256666666666666,94.87
2017-01-11 01:00:00,7.460000000000001,6.3741666666666665,92.79
2017-01-11 02:00:00,8.369166666666667,5.721666666666665,83.41
2017-01-11 03:00:00,8.9425,5.758333333333333,80.41
2017-01-11 04:00:00,8.333333333333332,6.5925,88.77
2017-01-11 05:00:00,8.921666666666667,6.966666666666666,87.52
2017-01-11 06:00:00,9.260000000000002,6.719999999999999,84.08
2017-01-11 07:00:00,9.037500000000001,6.461666666666667,83.85
2017-01-11 08:00:00,9.340833333333334,5.984166666666666,79.53
2017-01-11 09:00:00,10.209166666666667,5.134166666666665,70.72
2017-01-11 10:00:00,11.621666666666668,4.848333333333334,63.12
2017-01-11 11:00:00,12.597499999999997,4.1175,56.24
2017-01-11 12:00:00,13.945,3.1624999999999996,48.19
2017-01-11 13:00:00,14.160833333333331,1.4566666666666668,42.02
2017-01-11 14:00:00,12.896666666666667,0.5016666666666666,42.6
2017-01-11 15:00:00,12.060833333333335,0.6683333333333333,45.55
2017-01-11 16:00:00,11.12,0.6383333333333333,48.37
2017-01-11 17:00:00,10.368333333333334,0.5791666666666667,50.63
2017-01-11 18:00:00,9.275833333333335,2.2491666666666665,61.62
2017-01-11 19:00:00,8.011666666666668,3.099166666666667,71.09
2017-01-11 20:00:00,7.18,2.981666666666667,74.62
2017-01-11 21:00:00,6.572499999999999,3.2433333333333336,79.26
2017-01-11 22:00:00,6.411666666666666,3.9025000000000003,83.96
2017-01-11 23:00:00,6.410833333333334,4.558333333333334,87.92
2017-01-12 00:00:00,6.580000000000001,4.9175,89.1
2017-01-12 01:00:00,6.9366666666666665,5.5299999999999985,90.72
2017-01-12 02:00:00,8.136666666666667,7.0874999999999995,93.03
2017-01-12 03:00:00,9.207500000000001,8.372500000000002,94.46
2017-01-12 04:00:00,10.198333333333332,9.040833333333333,92.47
2017-01-12 05:00:00,10.996666666666668,9.577499999999999,90.89
2017-01-12 06:00:00,11.338333333333333,9.915000000000001,90.88
2017-01-12 07:00:00,11.620833333333335,9.9775,89.57
2017-01-12 08:00:00,12.280833333333332,10.16666666666667,86.85
2017-01-12 09:00:00,13.073333333333332,10.383333333333333,83.66
2017-01-12 10:00:00,14.766666666666666,10.980000000000002,78.01
2017-01-12 11:00:00,15.56,11.076666666666668,74.59
2017-01-12 12:00:00,16.654999999999998,11.449166666666665,71.28
2017-01-12 13:00:00,16.492500000000003,11.471666666666666,72.13
2017-01-12 14:00:00,16.595000000000002,11.475833333333332,71.68
2017-01-12 15:00:00,16.362499999999997,11.341666666666667,72.11
2017-01-12 16:00:00,15.455833333333333,11.359166666666667,76.53
2017-01-12 17:00:00,14.769999999999998,11.449166666666665,80.42
2017-01-12 18:00:00,13.976666666666667,11.245833333333335,83.57
2017-01-12 19:00:00,13.129166666666668,11.139166666666668,87.64
2017-01-12 20:00:00,13.655833333333334,11.160000000000002,84.81
2017-01-12 21:00:00,14.133333333333333,11.304166666666667,82.99
2017-01-12 22:00:00,14.185,11.326666666666666,82.86
2017-01-12 23:00:00,14.496666666666668,11.445833333333335,81.82
2017-01-13 00:00:00,14.0,11.21583333333333,83.23
2017-01-13 01:00:00,13.536666666666667,11.0525,84.87
2017-01-13 02:00:00,13.1575,10.919166666666664,86.21
2017-01-13 03:00:00,12.652499999999998,9.846666666666668,83.0
2017-01-13 04:00:00,10.678333333333335,6.5125,75.38
2017-01-13 05:00:00,8.159166666666666,2.82,69.0
2017-01-13 06:00:00,6.940833333333334,0.46083333333333326,63.32
2017-01-13 07:00:00,5.9375,-0.48750000000000004,63.33
2017-01-13 08:00:00,6.064166666666668,-0.7625000000000001,61.54
2017-01-13 09:00:00,6.773333333333333,-0.9858333333333333,57.68
2017-01-13 10:00:00,7.545000000000001,-1.47,52.78
2017-01-13 11:00:00,7.719166666666666,-2.5399999999999996,48.18
2017-01-13 12:00:00,7.862500000000001,-3.839166666666667,43.32
2017-01-13 13:00:00,7.384166666666665,-5.218333333333335,40.32
2017-01-13 14:00:00,7.079999999999999,-6.836666666666666,36.39
2017-01-13 15:00:00,5.907499999999999,-8.560833333333333,34.5
2017-01-13 16:00:00,4.3758333333333335,-10.174166666666666,33.83
2017-01-13 17:00:00,3.140833333333333,-13.845833333333331,27.45
2017-01-13 18:00:00,2.1808333333333336,-14.909999999999998,26.92
2017-01-13 19:00:00,1.2458333333333333,-14.780833333333332,29.1
2017-01-13 20:00:00,-0.10833333333333332,-12.969166666666666,37.36
2017-01-13 21:00:00,-1.6199999999999999,-12.633333333333335,42.73
2017-01-13 22:00:00,-2.553333333333333,-13.315,43.32
2017-01-13 23:00:00,-3.3558333333333334,-14.194999999999999,42.79
2017-01-14 00:00:00,-4.1975,-15.157499999999999,42.1
2017-01-14 01:00:00,-4.878333333333333,-16.2575,40.46
2017-01-14 02:00:00,-5.504166666666667,-17.012500000000003,39.82
2017-01-14 03:00:00,-6.03,-17.4725,39.88
2017-01-14 04:00:00,-6.72,-17.294166666666666,42.68
2017-01-14 05:00:00,-7.107499999999999,-17.471666666666668,43.32
2017-01-14 06:00:00,-7.371666666666667,-17.28166666666667,44.93
2017-01-14 07:00:00,-7.267499999999999,-17.09583333333333,45.28
2017-01-14 08:00:00,-6.398333333333334,-16.70333333333333,43.78
2017-01-14 09:00:00,-4.7775,-15.896666666666667,41.38
2017-01-14 10:00:00,-3.1649999999999996,-15.235833333333337,38.73
2017-01-14 11:00:00,-1.365833333333333,-14.856666666666664,34.98
2017-01-14 12:00:00,0.11416666666666665,-14.689166666666665,31.82
2017-01-14 13:00:00,0.19833333333333333,-14.917500000000002,31.03
2017-01-14 14:00:00,0.04999999999999999,-14.640833333333335,32.09
2017-01-14 15:00:00,-0.7633333333333333,-14.486666666666665,34.49
2017-01-14 16:00:00,-0.8866666666666667,-13.653333333333334,37.26
2017-01-14 17:00:00,-0.7708333333333334,-13.781666666666666,36.57
2017-01-14 18:00:00,-1.0208333333333333,-11.909999999999998,43.37
2017-01-14 19:00:00,-1.0675000000000001,-10.605833333333331,48.3
2017-01-14 20:00:00,-0.8899999999999998,-9.136666666666665,53.56
2017-01-14 21:00:00,-0.8633333333333333,-7.7875000000000005,59.38
2017-01-14 22:00:00,-0.8791666666666668,-7.232500000000001,62.05
2017-01-14 23:00:00,-0.9966666666666666,-6.7225,65.09
2017-01-15 00:00:00,-1.0241666666666667,-6.240833333333334,67.68
2017-01-15 01:00:00,-1.1650000000000003,-5.8933333333333335,70.23
2017-01-15 02:00:00,-1.4166666666666663,-5.777499999999999,72.18
2017-01-15 03:00:00,-1.7699999999999998,-5.9025,73.37
2017-01-15 04:00:00,-2.165,-6.156666666666666,74.1
2017-01-15 05:00:00,-2.6783333333333332,-6.4425,75.32
2017-01-15 06:00:00,-3.169166666666667,-6.7075,76.55
2017-01-15 07:00:00,-2.7016666666666667,-6.655833333333333,74.24
2017-01-15 08:00:00,-1.4816666666666665,-6.6066666666666665,68.08
2017-01-15 09:00:00,0.05583333333333334,-6.922499999999999,59.43
2017-01-15 10:00:00,1.115,-7.607499999999999,52.13
2017-01-15 11:00:00,2.0,-7.806666666666666,48.2
2017-01-15 12:00:00,2.8349999999999995,-8.465833333333332,43.12
2017-01-15 13:00:00,3.4158333333333335,-8.581666666666667,41.01
2017-01-15 14:00:00,3.5866666666666664,-8.970833333333335,39.29
2017-01-15 15:00:00,3.011666666666667,-9.326666666666666,39.8
2017-01-15 16:00:00,1.9166666666666663,-9.561666666666666,42.24
2017-01-15 17:00:00,1.215,-9.496666666666666,44.65
2017-01-15 18:00:00,0.35000000000000003,-9.566666666666665,47.28
2017-01-15 19:00:00,-0.6766666666666666,-10.269166666666665,48.18
2017-01-15 20:00:00,-1.2116666666666667,-10.6625,48.58
2017-01-15 21:00:00,-1.8525,-10.828333333333333,50.26
2017-01-15 22:00:00,-2.0941666666666667,-10.626666666666667,52.01
2017-01-15 23:00:00,-2.58,-10.866666666666667,52.89
2017-01-16 00:00:00,-3.1008333333333336,-10.524999999999999,56.49
2017-01-16 01:00:00,-3.4625,-10.451666666666666,58.39
2017-01-16 02:00:00,-4.015,-9.906666666666665,63.55
2017-01-16 03:00:00,-4.3525,-9.440000000000001,67.62
2017-01-16 04:00:00,-4.845,-9.726666666666668,68.63
2017-01-16 05:00:00,-5.303333333333335,-9.645833333333334,71.53
2017-01-16 06:00:00,-5.434166666666666,-9.477500000000001,73.19
2017-01-16 07:00:00,-4.945,-9.010833333333332,73.17
2017-01-16 08:00:00,-2.6,-7.891666666666666,67.02
2017-01-16 09:00:00,0.08333333333333336,-8.085833333333332,54.21
2017-01-16 10:00:00,2.2941666666666665,-7.793333333333334,47.24
2017-01-16 11:00:00,3.606666666666666,-7.668333333333333,43.45
2017-01-16 12:00:00,4.633333333333332,-7.562499999999999,40.77
2017-01-16 13:00:00,5.715833333333333,-7.734166666666667,37.28
2017-01-16 14:00:00,5.804166666666666,-7.81,36.84
2017-01-16 15:00:00,6.311666666666667,-8.0375,34.94
2017-01-16 16:00:00,5.322499999999999,-8.274166666666666,36.75
2017-01-16 17:00:00,4.383333333333333,-8.239166666666666,39.36
2017-01-16 18:00:00,3.7741666666666673,-7.699166666666668,42.83
2017-01-16 19:00:00,3.2933333333333334,-7.345833333333335,45.53
2017-01-16 20:00:00,2.609166666666667,-7.062499999999999,48.88
2017-01-16 21:00:00,2.07,-6.620000000000001,52.55
2017-01-16 22:00:00,1.7975000000000003,-6.380000000000002,54.56
2017-01-16 23:00:00,1.7433333333333334,-6.2925,55.14
2017-01-17 00:00:00,1.324166666666667,-6.310833333333332,56.76
2017-01-17 01:00:00,0.9641666666666667,-6.306666666666665,58.27
2017-01-17 02:00:00,0.47500000000000003,-6.308333333333333,60.34
2017-01-17 03:00:00,0.44,-6.445833333333334,59.87
2017-01-17 04:00:00,0.39749999999999996,-6.62,59.26
2017-01-17 05:00:00,0.1625,-6.574166666666667,60.49
2017-01-17 06:00:00,0.13833333333333334,-6.665833333333333,60.17
2017-01-17 07:00:00,0.4608333333333334,-6.202500000000001,60.92
2017-01-17 08:00:00,2.1633333333333336,-5.871666666666667,55.35
2017-01-17 09:00:00,4.096666666666667,-6.227499999999999,46.95
2017-01-17 10:00:00,5.2908333333333335,-5.8,44.65
2017-01-17 11:00:00,5.884166666666666,-2.381666666666667,55.37
2017-01-17 12:00:00,5.97,-1.1675000000000002,60.14
2017-01-17 13:00:00,6.0825000000000005,-1.778333333333333,57.08
2017-01-17 14:00:00,5.111666666666666,-1.3241666666666667,63.11
2017-01-17 15:00:00,4.860833333333334,-0.5641666666666667,67.89
2017-01-17 16:00:00,5.134166666666666,0.285,70.85
2017-01-17 17:00:00,5.357500000000001,0.5283333333333333,71.03
2017-01-17 18:00:00,4.5616666666666665,1.68,81.56
2017-01-17 19:00:00,3.645833333333332,1.6091666666666666,86.53
2017-01-17 20:00:00,2.9116666666666666,1.4766666666666666,90.28
2017-01-17 21:00:00,2.9625,1.735,91.62
2017-01-17 22:00:00,2.614166666666667,1.5391666666666668,92.62
2017-01-17 23:00:00,2.804166666666667,1.885833333333333,93.68
2017-01-18 00:00:00,2.9899999999999998,2.2566666666666664,94.92
2017-01-18 01:00:00,2.9566666666666666,2.2641666666666667,95.19
2017-01-18 02:00:00,2.855833333333333,2.2525000000000004,95.82
2017-01-18 03:00:00,2.714166666666667,2.1350000000000002,95.97
2017-01-18 04:00:00,2.721666666666667,2.1208333333333336,95.8
2017-01-18 05:00:00,2.723333333333333,2.098333333333333,95.64
2017-01-18 06:00:00,2.9,2.188333333333333,95.08
2017-01-18 07:00:00,3.1,2.361666666666667,94.89
2017-01-18 08:00:00,3.358333333333334,2.7191666666666663,95.55
